id_commande,id_client,id_produit,date_commande,quantite,prix_unitaire,statut,ville_livraison,mode_paiement,id_livreur,date_livraison
CMD05756,CLT1050,P057,2023-02-16,9,5141,LIVRE,meknès,COD,LIV29,23/02/2023
CMD05757,CLT1637,P010,Jan 05 2022,8,2226,annulé,OUJDA,cash,LIV09,07/01/2022
CMD05758,CLT1197,P061,2023-06-09,6,10969,annulé,TNG,COD,LIV29,16/06/2023
CMD05759,CLT1737,P023,Nov 11 2023,4,512,DONE,Fes,cash,LIV16,16/11/2023
CMD05760,CLT0245,P011,2023-07-10,8,5406,retourné,Tnja,carte,LIV26,17/07/2023
CMD05761,CLT0677,P098,2024-06-25,9,8852,retourné,Rabat,cash,LIV16,2024-06-28
CMD05762,CLT1788,P044,14/10/2024,9,13618,livré,CASABLANCA,cash,LIV20,2024-10-20
CMD05763,CLT0986,P009,Jul 20 2024,7,10827,livré,Oujda,cash,LIV07,22/07/2024
CMD05764,CLT0848,P063,Aug 04 2022,8,6666,DONE,Meknes,carte,LIV18,2022-08-09
CMD05765,CLT0959,P012,Jun 16 2024,4,5504,retourné,meknès,COD,LIV24,Jun 22 2024
CMD13604,CLT0860,P054,Mar 02 2022,7,4635,livre,Fes,COD,LIV26,Mar 08 2022
CMD05767,CLT1047,P062,08/09/2024,3,4809,en_cours,marrakech,cash,LIV05,09/09/2024
CMD05768,CLT1398,P096,04/05/2024,9,2128,en_cours,Tnja,carte,LIV25,May 11 2024
CMD05769,CLT1088,P056,Apr 03 2022,5,11228,retourné,Tnja,cash,LIV08,2022-04-09
CMD05770,CLT0540,P095,Oct 17 2024,3,7775,livre,CASABLANCA,carte,LIV22,22/10/2024
CMD05771,CLT0779,P028,Apr 10 2024,1,2166,retourné,agadir,COD,LIV07,2024-04-12
CMD05772,CLT1288,P090,2023-03-02,9,4854,OK,TNG,COD,LIV10,08/03/2023
CMD05773,CLT0190,P096,2022-09-16,4,2861,OK,meknès,COD,LIV05,2022-09-20
CMD05774,CLT1279,P076,2022-01-14,1,3734,livre,Rabat,COD,LIV10,2022-01-21
CMD05775,CLT0521,P007,2023-08-14,7,1583,en_cours,RABAT,COD,,21/08/2023
CMD05776,CLT0692,P092,29/01/2023,10,3934,DONE,marrakech,COD,LIV23,Feb 02 2023
CMD05777,CLT1336,P036,01/08/2022,3,14099,livre,Casablanca,COD,LIV14,06/08/2022
CMD05778,CLT1408,P089,Aug 27 2022,6,4562,DONE,TNG,cash,LIV27,Sep 01 2022
CMD05779,CLT0344,P061,Jan 12 2023,4,11313,LIVRE,marrakech,virement,LIV03,Jan 18 2023
CMD05780,CLT1825,P071,2024-11-06,6,11716,DONE,RABAT,carte,LIV17,2024-11-08
CMD05781,CLT1836,P050,2023-11-02,3,14575,LIVRE,marrakech,COD,LIV02,2023-11-03
CMD05782,CLT0620,P036,Dec 05 2024,2,14802,livré,FES,carte,LIV26,Dec 08 2024
CMD05783,CLT1886,P081,26/04/2023,5,8283,retourné,TNG,virement,LIV02,2023-05-03
CMD05784,CLT1709,P065,Dec 13 2022,3,6275,livré,RABAT,virement,LIV14,Dec 20 2022
CMD05785,CLT1119,P063,2023-01-08,9,8362,DONE,marrakech,cash,,2023-01-15
CMD05786,CLT1641,P082,Aug 02 2023,2,5823,annulé,agadir,carte,,2023-08-05
CMD05787,CLT0772,P076,2023-02-17,1,2592,annulé,CASABLANCA,carte,LIV11,2023-02-21
CMD05788,CLT0116,P023,2024-01-17,6,6021,en_cours,Oujda,COD,LIV01,Jan 21 2024
CMD05789,CLT0205,P054,Mar 27 2023,5,357,livre,Rabat,COD,LIV16,29/03/2023
CMD05790,CLT1516,P009,Jun 01 2024,9,6220,KO,Meknes,virement,LIV28,02/06/2024
CMD05791,CLT1458,P082,12/02/2023,9,14624,OK,Meknes,COD,LIV03,14/02/2023
CMD05792,CLT1250,P076,04/05/2023,2,7519,LIVRE,Meknes,cash,LIV02,2023-05-09
CMD05793,CLT1958,P025,30/03/2022,8,3546,retourné,meknès,COD,LIV26,Apr 06 2022
CMD05794,CLT0096,P040,29/08/2023,4,5395,annulé,Rabat,COD,LIV26,30/08/2023
CMD05795,CLT0624,P077,Mar 24 2024,2,5929,en_cours,OUJDA,COD,LIV01,30/03/2024
CMD05796,CLT0245,P023,Feb 04 2023,9,2014,KO,Agadir,carte,LIV23,07/02/2023
CMD05797,CLT0829,P088,15/11/2022,8,9607,LIVRE,Meknes,virement,LIV26,2022-11-16
CMD05798,CLT0322,P057,2024-05-30,10,11489,annulé,meknès,COD,LIV16,02/06/2024
CMD05799,CLT1606,P035,2023-04-01,6,6438,LIVRE,Casablanca,virement,LIV15,Apr 06 2023
CMD05800,CLT0591,P007,2023-09-06,6,13233,en_cours,Agadir,cash,LIV13,12/09/2023
CMD05801,CLT0411,P097,Oct 30 2024,6,3703,livré,agadir,cash,LIV14,01/11/2024
CMD05802,CLT0467,P010,2024-01-17,5,12064,OK,TANGER,cash,LIV21,2024-01-18
CMD05803,CLT1250,P007,27/05/2022,5,12135,LIVRE,Meknes,virement,LIV07,2022-05-30
CMD05804,CLT1338,P030,2024-09-27,4,383,LIVRE,RABAT,carte,LIV07,Oct 01 2024
CMD05805,CLT0379,P088,31/05/2023,9,6341,livré,TNG,COD,LIV12,06/06/2023
CMD05806,CLT1208,P038,Oct 19 2022,9,14060,en_cours,Oujda,carte,LIV26,Oct 24 2022
CMD05807,CLT1745,P003,12/02/2022,10,7005,LIVRE,Fès,COD,LIV29,Feb 15 2022
CMD05808,CLT0051,P018,2024-12-03,10,1076,annulé,Fes,carte,LIV25,Dec 08 2024
CMD05809,CLT0342,P071,24/03/2022,10,8006,en_cours,TNG,COD,LIV06,27/03/2022
CMD05810,CLT0455,P014,May 08 2022,9,8699,DONE,Casablanca,COD,LIV02,2022-05-10
CMD05811,CLT0990,P049,Jan 24 2024,5,5980,en_cours,RABAT,cash,LIV29,2024-01-25
CMD05812,CLT0879,P075,May 08 2024,6,14872,OK,Fes,COD,LIV21,May 10 2024
CMD05813,CLT1980,P085,Dec 14 2024,10,1152,DONE,tanger,carte,LIV05,2024-12-16
CMD05814,CLT0899,P076,Feb 14 2024,8,5724,OK,Oujda,COD,LIV09,2024-02-21
CMD05815,CLT0379,P033,Aug 23 2024,6,9895,DONE,TANGER,cash,LIV07,2024-08-26
CMD05816,CLT0790,P024,Sep 30 2022,9,7950,livré,OUJDA,cash,LIV08,2022-10-03
CMD05817,CLT1726,P049,2024-09-10,2,11228,KO,casablanca,carte,LIV19,2024-09-12
CMD05818,CLT1652,P038,Apr 29 2023,6,4733,en_cours,CASABLANCA,carte,LIV07,2023-05-06
CMD05819,CLT0297,P099,2022-11-15,3,10860,livre,Meknes,virement,LIV11,Nov 20 2022
CMD05820,CLT0971,P049,2022-05-02,2,8812,en_cours,Fès,COD,LIV10,06/05/2022
CMD05821,CLT1009,P026,2024-11-01,2,12618,livré,OUJDA,virement,LIV13,08/11/2024
CMD05822,CLT0825,P090,22/10/2022,5,2202,annulé,TANGER,cash,LIV07,Oct 29 2022
CMD05823,CLT1939,P090,May 18 2022,8,8288,LIVRE,Casablanca,cash,LIV13,2022-05-25
CMD05824,CLT0671,P078,2022-05-08,7,4805,KO,marrakech,virement,LIV30,May 13 2022
CMD05825,CLT1928,P098,30/01/2024,1,10408,livre,tanger,cash,LIV23,06/02/2024
CMD05826,CLT1042,P046,08/03/2023,4,2726,LIVRE,Fès,virement,LIV03,14/03/2023
CMD05827,CLT1559,P032,17/05/2023,3,9693,LIVRE,tanger,cash,LIV30,2023-05-24
CMD05828,CLT1253,P092,2024-02-07,9,12497,KO,TNG,cash,,Feb 14 2024
CMD05829,CLT1153,P050,Jan 01 2022,10,14868,annulé,OUJDA,virement,LIV18,04/01/2022
CMD05830,CLT0927,P036,12/02/2022,2,10102,livré,agadir,cash,LIV04,17/02/2022
CMD05831,CLT0381,P042,May 20 2024,9,506,livre,CASABLANCA,cash,LIV05,May 26 2024
CMD05832,CLT1596,P051,24/10/2024,5,2217,DONE,meknès,carte,LIV05,2024-10-30
CMD05833,CLT1592,P066,2024-08-29,7,1971,LIVRE,Marrakech,carte,LIV16,2024-08-30
CMD05834,CLT1765,P057,Oct 21 2023,2,6465,livre,CASABLANCA,carte,LIV08,2023-10-27
CMD05835,CLT1136,P057,2022-12-15,6,14069,annulé,TANGER,carte,LIV09,Dec 22 2022
CMD05836,CLT1728,P029,2022-06-23,4,8835,annulé,agadir,cash,LIV14,2022-06-24
CMD05837,CLT0424,P010,23/06/2023,2,1947,LIVRE,Fès,carte,LIV27,2023-06-24
CMD05838,CLT0558,P058,24/10/2022,3,8897,annulé,Oujda,virement,LIV24,Oct 31 2022
CMD05839,CLT0585,P050,2023-07-13,1,10102,DONE,TANGER,virement,LIV26,2023-07-20
CMD05840,CLT1236,P092,2023-12-16,4,13877,livre,Fes,carte,LIV05,23/12/2023
CMD05841,CLT1746,P075,Apr 17 2023,3,5383,KO,FES,carte,LIV25,21/04/2023
CMD05842,CLT1701,P072,2024-02-29,5,9815,retourné,Tnja,carte,LIV08,2024-03-06
CMD04771,CLT1024,P086,03/07/2023,9,2188,livré,RABAT,COD,LIV26,08/07/2023
CMD05844,CLT1350,P082,2022-08-16,6,6408,retourné,OUJDA,cash,LIV08,22/08/2022
CMD05845,CLT0129,P058,21/06/2023,8,5373,annulé,TNG,COD,LIV18,Jun 25 2023
CMD05846,CLT0605,P035,Mar 29 2022,8,3823,KO,Tanger,COD,LIV02,2022-04-03
CMD05847,CLT0714,P081,30/09/2023,5,10725,livre,Marrakech,carte,LIV02,04/10/2023
CMD05848,CLT0315,P079,06/01/2024,7,1015,OK,TANGER,virement,LIV12,11/01/2024
CMD05849,CLT1894,P049,14/12/2022,7,10139,livre,marrakech,cash,LIV18,18/12/2022
CMD05850,CLT1156,P001,2024-11-07,3,5134,livré,Tnja,carte,LIV12,Nov 12 2024
CMD05851,CLT1195,P040,Jun 26 2023,10,6102,retourné,agadir,carte,LIV08,Jun 29 2023
CMD05852,CLT0038,P041,May 22 2022,1,4631,livré,meknès,cash,LIV03,May 27 2022
CMD05853,CLT1259,P040,Aug 03 2023,6,1965,retourné,Fes,cash,LIV13,Aug 09 2023
CMD05854,CLT0101,P018,Sep 14 2022,2,7974,DONE,meknès,COD,LIV12,2022-09-17
CMD05855,CLT0611,P005,20/04/2024,4,9091,en_cours,meknès,carte,LIV27,Apr 22 2024
CMD05856,CLT1216,P064,2022-04-06,8,5551,KO,Agadir,COD,LIV21,08/04/2022
CMD05857,CLT1420,P033,2023-04-23,6,11661,en_cours,OUJDA,COD,LIV21,2023-04-29
CMD05858,CLT0251,P009,2024-12-26,2,9191,livre,Rabat,COD,LIV27,29/12/2024
CMD05859,CLT0899,P092,Jun 04 2022,9,11384,annulé,Rabat,COD,,Jun 08 2022
CMD05860,CLT0201,P036,2023-11-09,1,6191,LIVRE,casablanca,carte,LIV17,Nov 15 2023
CMD05861,CLT0558,P007,Mar 29 2022,4,3383,DONE,TNG,COD,LIV09,2022-04-04
CMD05862,CLT0606,P068,Sep 27 2023,3,10482,en_cours,tanger,COD,LIV24,Sep 29 2023
CMD05863,CLT1516,P005,Nov 06 2024,2,10217,livre,Marrakech,cash,LIV19,10/11/2024
CMD05864,CLT0743,P026,18/09/2024,5,14377,OK,Rabat,carte,LIV29,Sep 20 2024
CMD05865,CLT1064,P085,May 13 2024,4,11798,retourné,Agadir,COD,LIV25,2024-05-14
CMD05866,CLT0432,P071,Jul 30 2022,8,11821,livré,CASABLANCA,COD,LIV29,01/08/2022
CMD05867,CLT1735,P064,Mar 10 2024,2,8504,OK,casablanca,cash,LIV26,11/03/2024
CMD05868,CLT1046,P061,27/11/2024,5,2177,annulé,Fes,virement,LIV10,2024-12-04
CMD05869,CLT1484,P068,Dec 29 2023,5,2762,livré,Tanger,carte,LIV14,2024-01-02
CMD05870,CLT0750,P050,11/09/2024,4,666,en_cours,FES,cash,LIV17,Sep 16 2024
CMD05871,CLT0801,P038,2022-05-28,7,14125,retourné,Fes,virement,LIV02,2022-06-02
CMD05872,CLT0103,P092,2022-09-18,4,0,retourné,agadir,carte,LIV05,23/09/2022
CMD05873,CLT1723,P096,2022-07-10,1,8824,retourné,FES,virement,LIV28,Jul 13 2022
CMD05874,CLT0604,P084,14/09/2023,2,7012,annulé,OUJDA,virement,LIV17,Sep 18 2023
CMD05875,CLT0263,P051,Jul 29 2022,1,7567,retourné,Tnja,COD,LIV01,Jul 30 2022
CMD05876,CLT1202,P030,2024-07-18,1,14286,annulé,casablanca,carte,LIV14,Jul 23 2024
CMD05877,CLT1650,P019,21/03/2022,6,11708,LIVRE,CASABLANCA,COD,,2022-03-24
CMD05878,CLT1047,P098,2024-07-13,2,14958,OK,CASABLANCA,carte,LIV14,20/07/2024
CMD05879,CLT1331,P086,Jul 29 2022,4,6866,livré,Fes,virement,LIV27,2022-08-03
CMD05880,CLT1110,P068,2022-05-29,2,11467,annulé,tanger,virement,LIV29,2022-06-02
CMD05881,CLT1555,P047,24/04/2022,2,9703,livre,marrakech,COD,LIV30,25/04/2022
CMD05882,CLT0794,P095,May 05 2022,5,13804,annulé,Marrakech,virement,LIV27,2022-05-12
CMD05883,CLT0187,P081,03/07/2024,10,6400,KO,Agadir,carte,LIV22,Jul 07 2024
CMD05884,CLT0559,P071,2022-06-12,7,478,retourné,casablanca,cash,,2022-06-15
CMD05885,CLT0246,P012,01/12/2023,1,13119,en_cours,Agadir,COD,LIV19,02/12/2023
CMD05886,CLT0460,P098,2023-09-12,10,868,annulé,Marrakech,virement,LIV04,13/09/2023
CMD05887,CLT0051,P011,2022-11-22,3,6912,DONE,casablanca,virement,LIV12,2022-11-27
CMD05888,CLT0269,P073,2023-06-01,3,8613,KO,Oujda,virement,LIV12,06/06/2023
CMD05889,CLT1525,P008,Jan 17 2022,6,5133,livre,Tanger,cash,LIV25,2022-01-18
CMD05890,CLT1555,P093,2024-01-25,3,7167,livré,FES,cash,LIV03,2024-01-27
CMD05891,CLT1874,P082,14/06/2022,3,13727,en_cours,marrakech,virement,LIV23,21/06/2022
CMD05892,CLT1150,P044,Feb 27 2024,9,9984,LIVRE,Fes,virement,LIV21,Feb 28 2024
CMD05893,CLT1371,P027,Aug 28 2022,5,14547,LIVRE,Marrakech,cash,,Sep 01 2022
CMD05894,CLT1281,P092,2024-02-02,8,2186,annulé,Casablanca,COD,LIV17,05/02/2024
CMD05895,CLT0058,P069,Jan 07 2022,6,6514,annulé,casablanca,carte,LIV15,2022-01-12
CMD05896,CLT1060,P049,Sep 26 2023,10,11889,OK,Casablanca,carte,,2023-10-03
CMD05897,CLT1559,P025,04/07/2023,5,9428,annulé,Tnja,cash,LIV24,2023-07-08
CMD05898,CLT1828,P003,Jun 28 2023,9,13892,retourné,Marrakech,carte,LIV20,29/06/2023
CMD05899,CLT0870,P021,Sep 20 2024,7,8382,retourné,tanger,carte,LIV14,24/09/2024
CMD05900,CLT0073,P051,May 11 2023,6,6208,DONE,TNG,COD,LIV08,May 12 2023
CMD05901,CLT0200,P052,2024-08-19,7,12455,retourné,Oujda,carte,LIV27,26/08/2024
CMD05902,CLT1286,P031,Jul 12 2023,10,10125,DONE,agadir,virement,LIV10,2023-07-18
CMD05903,CLT1798,P082,2024-03-02,8,2387,en_cours,marrakech,cash,LIV09,07/03/2024
CMD05904,CLT0060,P047,Dec 07 2023,6,13921,en_cours,Oujda,COD,LIV11,2023-12-14
CMD05905,CLT0077,P075,Aug 08 2022,5,8913,KO,RABAT,COD,LIV28,Aug 13 2022
CMD05906,CLT1916,P015,2022-05-27,7,14723,livre,FES,cash,LIV13,2022-05-31
CMD05907,CLT1519,P069,11/03/2023,9,4637,OK,TNG,cash,LIV10,2023-03-15
CMD05908,CLT1095,P090,28/08/2023,4,4556,KO,TANGER,carte,LIV27,30/08/2023
CMD05909,CLT1393,P067,Dec 22 2023,1,10544,KO,Fès,cash,LIV25,2023-12-25
CMD05910,CLT0679,P081,Apr 11 2023,5,12428,en_cours,Oujda,virement,LIV10,16/04/2023
CMD05911,CLT0075,P049,2022-02-10,10,9019,en_cours,casablanca,carte,LIV16,12/02/2022
CMD05912,CLT1985,P019,25/01/2024,7,7908,en_cours,Tnja,carte,LIV05,28/01/2024
CMD05913,CLT1750,P098,06/06/2023,8,9208,en_cours,Marrakech,cash,LIV25,12/06/2023
CMD05914,CLT0407,P035,13/07/2022,4,9671,LIVRE,Casablanca,COD,LIV19,2022-07-20
CMD05915,CLT1557,P002,Mar 19 2023,2,14621,DONE,Tanger,virement,LIV17,Mar 20 2023
CMD05916,CLT0073,P050,23/10/2024,1,10329,DONE,Meknes,cash,LIV28,2024-10-30
CMD05917,CLT0805,P020,2024-11-29,3,4046,KO,Fès,COD,LIV25,30/11/2024
CMD05918,CLT1431,P034,09/08/2022,9,3649,retourné,Agadir,cash,LIV27,Aug 12 2022
CMD05919,CLT1191,P088,Feb 28 2024,5,8487,en_cours,Tnja,COD,LIV14,Mar 05 2024
CMD05920,CLT0566,P038,Feb 13 2023,8,6038,OK,CASABLANCA,virement,LIV08,Feb 20 2023
CMD05921,CLT0306,P036,2022-04-14,5,4548,KO,TANGER,COD,LIV12,2022-04-18
CMD05922,CLT0396,P023,Nov 18 2023,1,2496,DONE,Agadir,COD,,22/11/2023
CMD05923,CLT0008,P089,Dec 31 2024,8,7765,OK,agadir,cash,LIV14,2025-01-05
CMD05924,CLT1166,P091,2024-06-28,4,9307,DONE,Oujda,COD,LIV08,05/07/2024
CMD05925,CLT1166,P088,10/01/2024,10,8925,livre,Rabat,carte,LIV16,Jan 16 2024
CMD05926,CLT1148,P088,2024-01-13,3,4946,livré,CASABLANCA,carte,LIV01,2024-01-18
CMD05927,CLT0859,P046,Jun 09 2023,9,1090,LIVRE,RABAT,cash,LIV07,2023-06-15
CMD05928,CLT1885,P026,26/03/2022,8,698,livre,OUJDA,virement,LIV17,Mar 30 2022
CMD05929,CLT0091,P087,2024-02-13,7,13563,livre,FES,COD,LIV01,2024-02-17
CMD05930,CLT0825,P078,Jul 19 2023,5,2225,en_cours,Fès,virement,LIV28,Jul 20 2023
CMD05931,CLT0770,P068,2023-07-29,3,5914,OK,TANGER,cash,LIV21,Aug 03 2023
CMD05932,CLT1440,P012,27/09/2022,2,6978,DONE,Oujda,carte,LIV11,2022-10-04
CMD05933,CLT1935,P074,Apr 12 2022,5,6119,KO,Tnja,carte,LIV09,Apr 14 2022
CMD05934,CLT0897,P098,2022-06-25,1,8516,livre,TANGER,virement,LIV18,27/06/2022
CMD05935,CLT1720,P087,16/09/2024,5,14078,retourné,Fès,carte,LIV22,2024-09-22
CMD05936,CLT0113,P039,02/08/2024,6,518,en_cours,agadir,carte,LIV29,2024-08-07
CMD05937,CLT1565,P021,Jul 25 2023,3,3238,livré,CASABLANCA,COD,LIV24,26/07/2023
CMD05938,CLT1605,P057,Jul 01 2022,3,6919,annulé,RABAT,COD,LIV01,2022-07-04
CMD05939,CLT1927,P048,Feb 22 2022,7,11981,en_cours,TNG,carte,LIV18,25/02/2022
CMD05940,CLT1585,P004,06/05/2023,1,2536,annulé,CASABLANCA,cash,LIV24,13/05/2023
CMD05941,CLT1730,P091,06/06/2024,10,7862,OK,FES,COD,LIV11,Jun 07 2024
CMD05942,CLT0577,P059,27/11/2023,8,6697,DONE,Marrakech,virement,,03/12/2023
CMD05943,CLT0273,P060,2023-03-22,2,7785,livre,tanger,cash,LIV29,28/03/2023
CMD05944,CLT1375,P057,2022-04-12,2,7851,retourné,Oujda,virement,LIV27,2022-04-18
CMD05945,CLT1528,P014,Sep 17 2024,7,7080,KO,Agadir,virement,LIV25,24/09/2024
CMD05946,CLT1771,P074,Jun 02 2024,2,1263,OK,Fès,COD,LIV28,Jun 07 2024
CMD05947,CLT0489,P071,Mar 31 2024,4,8934,livre,Agadir,virement,LIV16,Apr 01 2024
CMD05948,CLT0215,P030,14/08/2023,6,12474,KO,Marrakech,COD,LIV24,17/08/2023
CMD05949,CLT1773,P001,2024-10-26,9,1331,LIVRE,Rabat,COD,LIV25,31/10/2024
CMD05950,CLT1004,P094,Dec 18 2023,9,12105,livre,Tnja,virement,LIV14,20/12/2023
CMD05951,CLT1400,P064,2022-12-03,1,13538,livré,FES,carte,LIV10,Dec 07 2022
CMD05952,CLT0673,P075,17/06/2024,5,7225,OK,agadir,COD,LIV10,19/06/2024
CMD05953,CLT1365,P003,27/06/2022,5,9815,LIVRE,Marrakech,COD,LIV21,Jul 02 2022
CMD05954,CLT1981,P035,2022-08-06,8,13259,livré,Fès,COD,LIV14,2022-08-11
CMD05955,CLT0016,P011,26/06/2023,4,14597,DONE,TANGER,COD,LIV08,28/06/2023
CMD05956,CLT0777,P028,Aug 11 2023,8,12710,LIVRE,Meknes,cash,LIV08,2023-08-14
CMD05957,CLT1557,P081,07/08/2024,9,3285,LIVRE,TNG,COD,LIV01,2024-08-13
CMD05958,CLT1079,P043,Jul 07 2022,1,7905,LIVRE,Casablanca,cash,LIV28,2022-07-08
CMD05959,CLT0916,P098,24/03/2024,4,5313,DONE,CASABLANCA,COD,LIV08,Mar 29 2024
CMD05960,CLT1539,P018,2024-03-04,5,12765,DONE,agadir,carte,LIV17,09/03/2024
CMD05961,CLT1366,P043,Sep 28 2024,9,14779,livre,Marrakech,virement,LIV08,Sep 30 2024
CMD05962,CLT0501,P024,09/07/2022,9,10306,retourné,agadir,virement,LIV16,Jul 10 2022
CMD05963,CLT0802,P018,Feb 12 2024,7,5201,LIVRE,Rabat,COD,LIV18,2024-02-17
CMD05964,CLT1353,P057,Jan 21 2024,10,7233,retourné,TNG,carte,LIV05,2024-01-24
CMD05965,CLT0377,P079,07/04/2022,5,8897,DONE,tanger,COD,LIV17,Apr 13 2022
CMD05966,CLT1190,P088,2023-07-18,6,3498,KO,CASABLANCA,carte,LIV28,Jul 23 2023
CMD05967,CLT1317,P035,2022-04-02,4,9637,OK,agadir,COD,LIV20,2022-04-04
CMD05968,CLT1246,P089,03/11/2022,1,9855,livré,OUJDA,carte,LIV10,Nov 04 2022
CMD45742,CLT1127,P037,2023-06-02,7,872,annulé,Tnja,COD,LIV08,2023-06-07
CMD05970,CLT0849,P048,2024-11-26,8,10564,livre,Tnja,COD,LIV03,2024-12-03
CMD05971,CLT0183,P030,11/12/2024,1,1377,LIVRE,RABAT,virement,LIV13,15/12/2024
CMD05972,CLT0663,P057,2022-02-08,7,13902,livré,FES,carte,,Feb 09 2022
CMD05973,CLT0814,P071,Aug 07 2022,9,11831,annulé,casablanca,COD,LIV03,Aug 13 2022
CMD05974,CLT1239,P085,2024-08-01,10,1107,annulé,Marrakech,cash,LIV16,Aug 06 2024
CMD05975,CLT0508,P023,11/06/2023,10,2331,KO,Tnja,virement,LIV28,2023-06-12
CMD05976,CLT0924,P011,26/12/2024,10,8475,en_cours,tanger,carte,LIV26,2025-01-02
CMD05977,CLT0374,P072,2022-02-25,5,5763,retourné,Tanger,cash,LIV08,Mar 04 2022
CMD05978,CLT0833,P034,13/07/2022,5,181,DONE,OUJDA,carte,LIV23,Jul 19 2022
CMD05979,CLT0829,P026,Jul 14 2024,9,8615,DONE,Oujda,virement,LIV02,2024-07-20
CMD05980,CLT0937,P084,Mar 08 2022,9,1081,livré,Meknes,carte,LIV11,2022-03-12
CMD05981,CLT0123,P055,23/10/2023,7,1137,KO,tanger,COD,,2023-10-29
CMD05982,CLT1791,P095,Nov 15 2024,7,6460,DONE,TANGER,cash,LIV11,2024-11-19
CMD05983,CLT0359,P048,May 12 2023,4,11303,DONE,Tanger,virement,LIV23,2023-05-15
CMD05984,CLT1402,P086,Jan 22 2023,1,2998,OK,Oujda,virement,LIV12,Jan 23 2023
CMD05985,CLT0191,P041,2022-09-11,9,11040,OK,tanger,COD,LIV23,Sep 17 2022
CMD05986,CLT1140,P040,2023-05-29,8,6476,LIVRE,Tanger,COD,LIV25,2023-06-05
CMD05987,CLT0297,P045,Sep 07 2022,8,3680,annulé,casablanca,virement,LIV12,Sep 13 2022
CMD05988,CLT0087,P035,Oct 14 2024,8,3999,KO,tanger,virement,LIV24,Oct 15 2024
CMD05989,CLT1865,P036,Jan 20 2024,4,767,livré,OUJDA,cash,LIV07,21/01/2024
CMD05990,CLT0674,P045,Sep 20 2024,1,8640,annulé,Fès,cash,LIV13,Sep 25 2024
CMD05991,CLT1151,P043,Mar 11 2023,2,12050,annulé,marrakech,COD,LIV15,16/03/2023
CMD05992,CLT1881,P057,2022-07-30,3,3775,LIVRE,Rabat,carte,LIV07,2022-08-06
CMD05993,CLT0653,P100,27/06/2023,10,13859,LIVRE,Marrakech,COD,,2023-07-04
CMD05994,CLT0174,P088,2022-09-25,8,12490,LIVRE,Agadir,carte,LIV03,Oct 02 2022
CMD05995,CLT1834,P007,22/10/2022,2,13795,livre,Tanger,carte,LIV12,Oct 24 2022
CMD05996,CLT0782,P036,Jun 24 2024,2,6964,annulé,agadir,virement,LIV04,26/06/2024
CMD05997,CLT1390,P044,Nov 08 2023,1,9910,retourné,Fes,virement,LIV19,Nov 09 2023
CMD05998,CLT1237,P015,Aug 14 2024,4,7991,retourné,tanger,COD,LIV27,Aug 17 2024
CMD05999,CLT0400,P096,21/04/2022,10,6832,KO,Fes,COD,LIV18,28/04/2022
CMD06000,CLT0560,P051,04/01/2024,4,1749,DONE,casablanca,cash,LIV29,2024-01-07
CMD06001,CLT0463,P077,Jul 31 2022,1,3428,DONE,Oujda,COD,LIV14,2022-08-04
CMD06002,CLT0684,P062,2024-08-15,3,803,annulé,OUJDA,COD,LIV22,Aug 20 2024
CMD06003,CLT1661,P034,Sep 17 2024,10,1522,DONE,Fes,COD,LIV18,2024-09-22
CMD06004,CLT0615,P020,Feb 07 2023,1,1635,retourné,CASABLANCA,cash,LIV26,11/02/2023
CMD06005,CLT1822,P018,2024-11-26,3,7370,annulé,Meknes,carte,LIV28,01/12/2024
CMD06006,CLT0309,P038,2022-03-21,10,12934,DONE,CASABLANCA,virement,LIV24,Mar 25 2022
CMD06007,CLT0439,P092,2024-03-04,8,2926,KO,Oujda,carte,LIV27,2024-03-08
CMD06008,CLT1951,P009,16/10/2023,10,3360,retourné,Fès,carte,LIV29,2023-10-18
CMD06009,CLT0303,P014,Jul 22 2023,3,467,DONE,TANGER,COD,LIV29,23/07/2023
CMD06010,CLT0591,P059,2023-05-30,6,9661,LIVRE,Tnja,COD,LIV30,2023-06-02
CMD06011,CLT0148,P077,2022-04-10,4,10711,annulé,CASABLANCA,carte,LIV14,2022-04-14
CMD06012,CLT1941,P017,2023-10-08,7,10180,livre,TANGER,carte,LIV27,Oct 11 2023
CMD06013,CLT0177,P096,Jul 31 2023,7,828,retourné,TNG,carte,LIV19,2023-08-04
CMD06014,CLT0730,P032,Dec 11 2023,2,3855,livre,Fès,COD,LIV14,Dec 17 2023
CMD06015,CLT0058,P098,19/01/2024,8,2606,livre,FES,virement,LIV20,2024-01-21
CMD06016,CLT1677,P077,20/07/2022,5,8372,livré,Agadir,cash,LIV23,2022-07-26
CMD06017,CLT1858,P091,Dec 04 2022,8,8608,livré,Rabat,COD,LIV28,05/12/2022
CMD36838,CLT0357,P060,2023-05-03,2,3425,retourné,Meknes,cash,LIV25,2023-05-07
CMD06019,CLT1401,P037,Sep 16 2022,4,13785,livre,Marrakech,virement,LIV06,2022-09-20
CMD06020,CLT1223,P049,Mar 08 2022,2,5611,livré,Tnja,carte,LIV23,Mar 11 2022
CMD06021,CLT0430,P024,2023-12-13,1,12829,DONE,Rabat,carte,LIV17,19/12/2023
CMD06022,CLT0008,P009,19/08/2022,5,9924,retourné,Meknes,virement,LIV21,Aug 24 2022
CMD06023,CLT1212,P055,Jan 26 2024,4,14018,KO,Marrakech,COD,,Jan 30 2024
